cell_id,mag,angle_rad
5X_A_cell000,1.4248452330134864,-1.5728975664160705
5X_A_cell001,2.4007599571146057,1.9748274497580394
5X_A_cell002,1.7434986488326074,0.9675325614442912
5X_A_cell003,1.0887724627215347,-0.28903205791627934
5X_A_cell004,2.963232072951316,1.554153441367624
5X_A_cell005,2.678522441779117,0.9746375424358111
5X_A_cell006,1.0598216030172185,0.7470556537378148
5X_A_cell007,0.8406148650353016,0.9859383553931791
5X_A_cell008,1.5180790401014346,-3.0293631952929427
5X_A_cell009,2.751369127247307,3.090857989469399
5X_A_cell010,1.2531935776494683,-2.296463614771759
5X_A_cell011,1.9422937311361834,2.63873336894805
5X_A_cell012,1.5687628887787197,-0.880808518335022
5X_A_cell013,5.3718212238983085,3.018580479455387
5X_A_cell014,2.3336153089235685,2.707934133675529
5X_A_cell015,1.5485260256731102,2.9519368168523843
5X_A_cell016,2.9671888483118942,1.6713408941037882
5X_A_cell017,0.44634472579452517,2.3897607381629467
5X_A_cell018,1.0566003152240524,-0.2722137642501852
5X_A_cell019,5.525699086267699,2.708798042483335
5X_A_cell020,4.103021079122731,2.677622077334816
5X_A_cell021,1.7666824030075634,0.5642616731485084
5X_A_cell022,3.8279828002909326,2.944328901723539
5X_A_cell023,2.0554330289097242,0.05315544075280095
5X_A_cell024,1.1532397905569565,2.4101265899875033
5X_A_cell025,1.3560041949244117,-1.6663849898641108
5X_A_cell026,2.772535663951185,2.6656324919128203
5X_A_cell027,1.007336955259024,2.344920881953697
5X_A_cell028,1.1231969075654473,-3.1272989314564876
5X_A_cell029,1.0211972379096403,0.6063300478468826
5X_B_cell000,4.052754517871135,2.7114528508769076
5X_B_cell001,4.079875400360801,3.010835883242217
5X_B_cell002,1.527453117712697,-0.5984555675688327
5X_B_cell003,1.2374639792841784,1.8205711676321792
5X_B_cell004,1.2059254932941592,1.096199846905434
5X_B_cell005,1.0703181876547039,-0.61480784612819
5X_B_cell006,1.886953771950516,1.2551056739087807
5X_B_cell007,0.6258317290881086,-2.253856678855132
5X_B_cell008,1.3278974648855808,-1.181940454527707
5X_B_cell009,2.994890663452719,-0.3429576736417288
5X_B_cell010,0.34798100581155617,1.8410144348047175
5X_B_cell011,0.4438555072737356,0.04366836212945874
5X_B_cell012,1.911521012527408,-2.6147275779165886
5X_B_cell013,1.3236897326684283,-1.4833362600207756
5X_B_cell014,0.7977157741505501,0.7303983907001127
5X_B_cell015,1.1430946368400259,1.8463766111027118
5X_B_cell016,1.7813116536780564,3.1112919423311363
5X_B_cell017,1.2937476185081755,-0.7120130968388474
5X_B_cell018,1.8373471450827357,-2.182398697284272
5X_B_cell019,3.135177031115814,2.6331066875874853
5X_B_cell020,1.843748707879005,2.6807715549713076
5X_B_cell021,2.005388278607812,1.7486294555485635
5X_B_cell022,1.3684609739017508,3.008509641981023
5X_B_cell023,2.7980035827823264,0.2859267749285931
5X_B_cell024,1.9706817862578156,1.9194938389178913
5X_B_cell025,3.5980308994169254,-0.7695334201417269
5X_B_cell026,3.3685538298506894,2.3079569537441564
5X_B_cell027,1.6987463678662897,0.7829844447949941
5X_B_cell028,2.8330234677655874,3.0048420694534816
5X_B_cell029,1.6498621210342186,-0.022829565403313958
WT_A_cell000,0.48999889182243817,-1.530902247509172
WT_A_cell001,1.7370482696077703,2.940785603565132
WT_A_cell002,2.669886791744749,0.17924465563538508
WT_A_cell003,3.0745460385960777,2.80046174554985
WT_A_cell004,4.059623106491729,2.9000323211113352
WT_A_cell005,2.924574346391294,0.5230977707433481
WT_A_cell006,2.9674529841398507,0.30507693196631136
WT_A_cell007,3.296860018249696,2.902568377338967
WT_A_cell008,9.276080366002454,0.7664532368246648
WT_A_cell009,4.941259559784391,2.8244645734963214
WT_A_cell010,5.022928358260399,1.6262682051320605
WT_A_cell011,4.670305899135938,-0.7620958770293359
WT_A_cell012,5.637157212394443,0.8509099624940546
WT_A_cell013,1.1447322387481143,3.12584387893946
WT_A_cell014,3.20991376805778,0.485469637374423
WT_A_cell015,3.659279340188678,0.476562975209604
WT_A_cell016,1.0808065621654248,1.5335178706792527
WT_A_cell017,3.7545020301734233,2.5546445174149244
WT_A_cell018,2.4054691822654592,-1.8965544934210086
WT_A_cell019,2.6957305451180016,0.8942117201903369
WT_A_cell020,0.9895038788300016,1.923044860608195
WT_A_cell021,1.378157619153038,1.9283009506575437
WT_A_cell022,2.784986972102992,2.0494260717819857
WT_A_cell023,3.3118999438877528,0.4651544560759086
WT_A_cell024,1.7349210840392737,-0.2630738707284601
WT_A_cell025,1.639722155293756,-2.046565723326985
WT_A_cell026,0.6041845619449641,-0.8609829413697394
WT_A_cell027,1.043830989136731,0.2973223066452343
WT_A_cell028,1.014298890820989,-2.4157626490110973
WT_A_cell029,0.46447631386808697,0.8218064888558407
WT_B_cell000,0.9674155283702096,-0.3184491778586423
WT_B_cell001,0.5216333183622415,2.178847130550521
WT_B_cell002,0.9375043828304559,0.5518924639077217
WT_B_cell003,2.0978679365768813,0.8937734702532318
WT_B_cell004,2.9922486248657383,-0.8105405354242006
WT_B_cell005,0.7429416826554046,-0.15621897269464624
WT_B_cell006,2.467046592410736,2.5910158545931545
WT_B_cell007,0.8308250911410409,2.1480212962019545
WT_B_cell008,3.081830779241018,2.716923177161963
WT_B_cell009,3.4919431156480116,2.6812057328113887
WT_B_cell010,0.9414188467411682,-1.0490423862111609
WT_B_cell011,0.6863232618694213,-1.9244882715085252
WT_B_cell012,2.1046687808103552,-3.0275662852480947
WT_B_cell013,2.6274118540697486,2.7123338161508057
WT_B_cell014,0.6052974940082131,-1.343052422445595
WT_B_cell015,0.8673038425038662,-3.0681412622818685
WT_B_cell016,0.587264502693654,0.3805001103921352
WT_B_cell017,0.6991241624560943,-2.4870441928780567
WT_B_cell018,3.2511000173401707,-0.8862338371178315
WT_B_cell019,1.2739567082763048,-2.069566524189812
WT_B_cell020,3.7179308124676167,0.7182939475647889
WT_B_cell021,1.5304945959658904,-2.230021153850197
WT_B_cell022,1.42678866110369,-1.8702272609109236
WT_B_cell023,9.570449112195252,0.8058432257531563
WT_B_cell024,1.1695776155606221,2.170853107261371
WT_B_cell025,1.7987170625964706,1.5969487200942671
WT_B_cell026,0.8928629976576969,-2.652418913525729
WT_B_cell027,1.6998697079833793,3.1183757731820854
WT_B_cell028,1.5252531493575836,-2.6574525812950274
WT_B_cell029,0.4715522342126256,-2.554326306868985
